time,loss,acc,train_loss
12.631282091140747,2.3583306781947613,0.10080000000000001,2.2095412302970887
16.25493049621582,2.3250317387282853,0.10450000000000001,2.1257280685424806
19.893118143081665,2.234317162632942,0.1713,2.0783505539894107
23.411099195480347,2.0864940587431193,0.23790000000000003,2.0347577136039736
26.926801919937134,2.0947958916425704,0.2222,2.00280697555542
30.44677734375,2.04263762421906,0.2625,1.9804503602027892
33.96638822555542,2.06132247261703,0.24160000000000004,1.9732881505012514
37.48068690299988,2.04042946100235,0.24830000000000002,1.9808901081085208
41.00770354270935,2.009488854184747,0.27230000000000004,1.9525790070533753
44.52238202095032,2.0291391730308534,0.2624,1.9426179026603698
48.05068898200989,2.015747727453709,0.2523,1.9299156176567078
51.47027921676636,1.9975016925483942,0.28390000000000004,1.9369559205055238
54.98443078994751,1.9191544052213432,0.3098,1.9257355186462402
58.50529360771179,1.9706533905118704,0.2975,1.9292791603088382
62.02166152000427,2.027333678677678,0.25880000000000003,1.9273266845703128
65.55482292175293,1.9233460143208507,0.31340000000000007,1.9233755195617677
69.07092833518982,1.9358372151851655,0.3075,1.8928136152267456
72.58669114112854,1.9061168469488625,0.3279,1.904481774234772
76.10013675689697,1.8921202998608353,0.32209999999999994,1.8852603890419006
79.61773371696472,1.91095014475286,0.33459999999999995,1.8805640504837038
83.1527054309845,1.9200245641171934,0.31699999999999995,1.8714412106513976
86.67894721031189,1.8533459674566988,0.3531000000000001,1.866048545360565
90.19532442092896,1.900366808474064,0.319,1.871814763355255
93.7100715637207,1.8758068285882472,0.3443,1.8710235350608828
97.237633228302,1.810804022476077,0.3587,1.8500867051124574
100.75229001045227,1.8620421901345254,0.33770000000000006,1.86192073135376
104.36827397346497,1.8312946110963826,0.3598,1.8395056503295901
107.89512801170349,1.8799811553210022,0.34850000000000003,1.851557925605774
111.51967120170593,1.8683819212019444,0.34980000000000006,1.8564473892211915
114.94529557228088,1.7978225287050007,0.36269999999999997,1.8391580676078798
118.47766852378845,1.8520930957049133,0.34980000000000006,1.8299482171058656
121.99662017822266,1.9015614248812198,0.3372,1.865980754375458
125.51343131065369,1.8723721344023945,0.36000000000000004,1.8513526069641113
129.03205251693726,1.8679094951599837,0.3466,1.8492240144729617
132.6655216217041,1.8744217753410342,0.3528,1.8582596477508546
136.1818768978119,1.852578467130661,0.3678,1.837719696140289
139.81403756141663,1.8667317517101765,0.34920000000000007,1.843726922798157
143.35027527809143,1.8734425242990258,0.35330000000000006,1.838217688083649
146.87005853652954,1.8467183753848078,0.3637,1.8476209815979006
150.38544726371765,1.8365439243614676,0.36190000000000005,1.853761275100708
153.9009964466095,1.8250294886529448,0.3671,1.8416419374465944
157.4176263809204,1.8264981675893068,0.3728000000000001,1.843668458366394
161.0410463809967,1.8177197001874448,0.3814000000000001,1.8244889816284182
164.675222158432,1.8606689058244228,0.373,1.8333220207214358
168.29815649986267,1.8601604595780374,0.362,1.833777487564087
171.9242479801178,1.8375196862965824,0.37420000000000003,1.8383923201560974
175.4452610015869,1.8559820607304576,0.34930000000000005,1.8265401843070983
178.9594702720642,1.8581580843776466,0.3775,1.8307281949043275
182.48800039291382,1.8298266895115378,0.3792,1.8435590843200687
186.00501942634583,1.863189095631242,0.3658,1.8323075942993166
189.52919912338257,1.85504593513906,0.37249999999999994,1.851088736152649
193.0587079524994,1.8000197749584916,0.39220000000000005,1.8156691459178926
196.57399821281433,1.8306639812886718,0.3881,1.8176912040233613
200.10425448417664,1.7795033905655147,0.39110000000000006,1.79870105304718
203.62922501564026,1.836202246695757,0.37570000000000003,1.821930485534668
207.14542627334595,1.7932804491370917,0.37620000000000003,1.8204412115097046
210.7621409893036,1.8070097200572492,0.38050000000000006,1.8288224425315858
214.39205503463745,1.8120795890688899,0.3849,1.8058649520874026
217.9133815765381,1.828090411424637,0.3663,1.8115106519699096
221.44238376617432,1.8780426766723397,0.3439,1.8391130847930912
224.98166036605835,1.7981262367218733,0.393,1.8229493425369265
228.4970519542694,1.8204258471727373,0.3875000000000001,1.8114973533630372
232.14006280899048,1.8209027692675592,0.3936,1.8091626076698306
235.65605759620667,1.8113673947751523,0.3881,1.7936288352012637
239.06994032859802,1.8186060089617966,0.383,1.809175669527054
