time,loss,train_time,qtty_records
12.517122507095337,2.3474302351474763,2.9372825690001263,10
16.035392999649048,2.2249365001916885,1.4309292089001246,10
19.55434513092041,2.1463881716132165,1.3956192451998504,10
23.07970881462097,2.1524365831166508,1.517449653499898,10
26.592377424240112,2.087088142335415,1.3431487270998332,10
30.212701559066772,2.1016247496008873,1.3714148275999833,10
33.72822189331055,2.13170617222786,1.3547382377002577,10
37.258220911026,2.0450620505958796,1.3440626093997707,10
40.773759603500366,2.0371362615376714,1.3519245563000368,10
44.38996601104736,2.0103869840502737,1.37525674110002,10
47.919158935546875,2.046110498160124,1.5550227239999004,10
51.53630065917969,1.9899464085698129,1.3947979773998669,10
55.17355918884277,2.017572467774153,1.432711748499787,10
58.692596435546875,1.9882529508322477,1.357859964399904,10
62.21239471435547,1.9774327464401722,1.4827482313001383,10
65.72815561294556,1.9306159421801572,1.4303957970001648,10
69.24413681030273,1.9282075081020595,1.35402777829986,10
72.86424922943115,1.9352346900850534,1.4029675969997697,10
76.38381099700928,1.9205451421439645,1.403017286300019,10
79.90533113479614,1.974199851229787,1.3925234182002897,10
83.42298722267151,1.8935286067426207,1.3718249886993363,10
86.94928288459778,1.9086233865469697,1.3338031706993205,10
90.57668161392212,1.9396505635231733,1.318412380600239,10
94.19479489326477,1.9371672954410317,1.4154121400000803,10
97.82357692718506,1.9375340316444636,1.422061663000204,10
101.44531917572021,1.9212075069546701,1.3234557820995179,10
104.96313190460205,1.9074752777814865,1.4748465618002229,10
108.47929549217224,1.9246051475405694,1.3727972387998306,10
112.00087594985962,1.8619316875934604,1.3747706456000741,10
115.62087059020996,1.8898403499275447,1.3496594917000038,10
119.13597083091736,1.9017260022461415,1.4253006474000358,10
122.65049815177917,1.9246761307120321,1.444603742900108,10
126.16724920272827,1.883668799698353,1.3520802298999115,10
129.6936378479004,1.8991583019495013,1.35560730039997,10
133.22097492218018,1.871006663516164,1.4318258529994636,10
136.7446644306183,1.803120667487383,1.3542625648000466,10
140.36590456962585,1.8723703201860191,1.3508265655000287,10
143.99959087371826,1.8594267461448906,1.3888646729999892,10
147.41357493400574,1.8405096739530564,1.4083901400003014,10
150.93548369407654,1.861178865656257,1.3579910603997631,10
154.44748902320862,1.8599728636443618,1.344524875300158,10
158.0752649307251,1.8669201269745828,1.324397683600182,10
161.59543919563293,1.8225042089819907,1.3642564168003446,10
165.11685395240784,1.868359937891364,1.3949867987001199,10
168.64935064315796,1.8793264336884021,1.4283950372997425,10
172.16630744934082,1.8270378954708575,1.3661658650002209,10
175.68285632133484,1.8410077147185806,1.3725725565996982,10
179.2030668258667,1.8474262334406377,1.41492653230016,10
182.93656420707703,1.8468863721936943,1.3826064149003288,10
186.35129284858704,1.8644142337143423,1.3568811041997833,10
189.86956596374512,1.8500179730355741,1.4397431095998399,10
193.38601326942444,1.815661042556167,1.3693970061001892,10
196.91500735282898,1.836636558547616,1.3507074136001394,10
200.4388084411621,1.806891951337457,1.4198890830997697,10
203.95672488212585,1.8123267266899346,1.3885630073997164,10
207.57855343818665,1.82682622410357,1.350726262399985,10
211.21236872673035,1.8267893232405186,1.4202692859000308,10
214.63211917877197,1.811509094014764,1.4101425700000618,10
218.1472270488739,1.8372545905411242,1.390348921199984,10
221.66112732887268,1.8483851313591002,1.42139203070019,10
225.17649006843567,1.8644668869674206,1.348516934899817,10
228.69228839874268,1.8303338259458544,1.4308721506002258,10
232.11092925071716,1.82848344296217,1.352044551200379,10
235.628497838974,1.8103161066770557,1.374859835800271,10
239.15830492973328,1.8455199278891088,1.4077570663001098,10
242.77641582489014,1.8444191310554745,1.3878193456997905,10
246.2933690547943,1.8114327773451806,1.4021196198000325,10
249.8119695186615,1.863541864231229,1.3613662845002181,10
253.3460557460785,1.8265750560909508,1.3754604494000886,10
256.9907982349396,1.7890133332461116,1.370282544499787,10
260.52043867111206,1.8214753542095425,1.3362887751998642,10
264.1416356563568,1.7948461819440127,1.3975942187998953,10
267.78652691841125,1.838310913741589,1.4658279343000686,10
271.20511651039124,1.8170975584536793,1.2877431971002806,10
274.63604736328125,1.8203808933496477,1.4001196349003293,10
278.1535382270813,1.7913894180208445,1.3979390376001901,10
281.66973066329956,1.8363923829048876,1.3751656096994338,10
285.18566703796387,1.8494351632893087,1.3498772649003512,10
288.8160779476166,1.7844970297068357,1.4043333981002433,10
292.3456017971039,1.834763153642416,1.4653262839998207,10
295.86376190185547,1.8187957588583232,1.415489587400225,10
299.49530124664307,1.8039874408394099,1.4107463382999412,10
303.11761474609375,1.815884803980589,1.4585669516998678,10
306.6477291584015,1.8258730176836255,1.296467377799854,10
310.1709270477295,1.8667358759790662,1.298803804200179,10
313.6910402774811,1.8603716634213927,1.3091439560997968,10
317.2071614265442,1.811739828437567,1.348672878999969,10
320.8254942893982,1.8204705070704224,1.3863820550997843,10
324.3426196575165,1.8579050544649363,1.3541314815998704,10
327.766642332077,1.846569668501616,1.406636544599678,10
331.2811417579651,1.844592931121588,1.377967422799884,10
334.79308795928955,1.8132810555398462,1.3731558060999305,10
338.3119423389435,1.8186560302972794,1.3440652017998218,10
341.94265508651733,1.7940896432846785,1.4251180881998153,10
345.4769425392151,1.9023840855807066,1.370781459200407,10
348.9994955062866,1.8629442602396011,1.3670114983999155,10
352.5167474746704,1.7994899723678828,1.3566423188995032,10
356.0341110229492,1.7821453884243965,1.5132887926001786,10
359.64948654174805,1.8670705396682024,1.574281202200109,10
363.17391777038574,1.849276423454285,1.3471575834999385,10
